release_date,required_age,price,windows,mac,linux,achievements,recommendations,developers,publishers,categories,genres,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,absolute_score,success_class
2022-01-24,0,0.0,True,True,True,9,0,['Far-Bear'],['Far-Bear'],"['Single-player', 'Steam Achievements']",Action Casual FreeToPlay Indie,0,0,0,0,0,insuccesso
2024-05-07,0,4.99,True,False,False,0,0,['Fall Words'],['Fall Words'],"['Single-player', 'Family Sharing']",Casual Indie,0,0,0,0,0,insuccesso
2024-12-25,0,0.0,True,False,False,0,0,['BmoneyDC'],['BmoneyDC'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Remote Play Together']",Strategy FreeToPlay,0,0,0,0,0,insuccesso
2019-02-06,0,3.99,True,False,False,15,0,['J.R. Smith'],['J.R. Smith'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Action Indie,0,0,0,0,2,insuccesso
2023-10-16,0,4.99,True,False,False,36,0,['FatCoke'],['FatCoke'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Casual Indie Racing RPG Simulation Sports,0,0,0,0,1,insuccesso
2017-08-09,0,4.99,True,True,False,27,0,['Vertical Reach'],['Vertical Reach'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Casual Indie,0,0,0,0,49,insuccesso
2023-10-20,0,0.0,True,False,False,0,0,['Rev Dev Studios'],['N/A'],"['Single-player', 'Steam Cloud']",Action Adventure Casual Indie RPG FreeToPlay,0,0,0,0,0,insuccesso
2016-01-15,0,9.99,True,False,False,0,0,['Martin Cerdeira'],['Martin Cerdeira'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Action Casual,0,0,0,0,20,insuccesso
2018-06-18,0,0.99,True,False,False,100,0,['SeedWall'],['SeedWall'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Action Indie,0,0,0,0,4,insuccesso
2020-10-23,0,4.99,True,False,False,0,0,['Toyman'],['8 Floor Games'],"['Single-player', 'Family Sharing']",Casual Strategy,0,0,0,0,6,insuccesso
2021-03-22,0,5.99,True,False,False,16,0,['TooDrunkenBrothers'],['TooDrunkenBrothers'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Casual,0,0,0,0,0,insuccesso
2024-05-10,0,3.99,True,False,False,21,0,['Error 300'],"['Error 300', 'Gamersky Games']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",Casual,0,0,0,0,20,insuccesso
2015-09-25,0,9.99,True,False,False,38,0,['TEAM TANDS PLUS'],['PLAYISM'],"['Single-player', 'Steam Achievements', 'Includes level editor', 'Family Sharing']",Casual Indie,0,0,0,0,2,insuccesso
2024-01-05,0,3.99,True,True,False,0,0,['https://playducky.com/'],['https://playducky.com/'],"['Single-player', 'In-App Purchases', 'Family Sharing']",Racing,0,0,0,0,0,insuccesso
2021-12-17,0,9.99,True,False,False,0,0,['hublab'],['hublab'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Casual Indie Simulation,0,0,0,0,5,insuccesso
2020-09-15,0,0.0,True,False,False,0,0,['나대는나'],['나대는나'],"['Single-player', 'Steam Workshop', 'Steam Cloud']",Indie Strategy,0,0,0,0,8,insuccesso
2024-10-26,0,9.59,True,False,True,27,0,['Yuri Kissaten'],['Yuri Kissaten'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Casual Indie,0,0,0,0,10,insuccesso
2024-12-20,0,0.0,True,False,False,0,0,['Xichen Song'],['Xichen song'],['Single-player'],Adventure Indie Simulation FreeToPlay,0,0,0,0,0,insuccesso
2022-06-20,0,14.99,True,False,False,5,0,['Sander Bos'],['Sander Bos'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Indie Simulation,0,0,0,0,34,insuccesso
2016-06-09,0,0.0,True,False,False,12,0,['vikingfabian'],['vikingfabian'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play Together']",Casual Indie Strategy,401,0,401,0,20,insuccesso
2019-09-03,0,2.99,True,False,False,5,0,['Patrick Sweeney'],['Patrick Sweeney'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,27,insuccesso
2024-05-17,0,0.0,True,False,False,15,0,['NB Software'],['NB Software'],"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",Casual Indie FreeToPlay,0,0,0,0,0,insuccesso
2023-04-27,0,3.99,True,False,False,0,0,['Grey Sekiya'],['Grey Sekiya'],"['Single-player', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie RPG,0,0,0,0,-2,insuccesso
2019-01-01,0,0.99,True,False,False,1,0,['Starbox Games'],['Starbox Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",Action Casual Indie EarlyAccess,0,0,0,0,2,insuccesso
2023-10-10,0,17.49,True,True,False,44,422,['This I Dreamt'],['Serenity Forge'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,378,insuccesso
2022-05-05,0,9.99,True,False,False,0,0,['magnussoft'],['magnussoft'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Casual Strategy,0,0,0,0,3,insuccesso
2016-10-24,0,9.99,True,True,True,25,142,['HandyGames'],['HandyGames'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Remote Play on TV', 'Family Sharing']",Casual Simulation,0,0,0,0,131,insuccesso
2024-07-26,0,4.99,True,False,True,1,0,['Red82Games'],['Red82Games'],"['Single-player', 'Full controller support', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual Indie,0,0,0,0,1,insuccesso
2025-01-09,0,0.0,True,False,False,0,0,['Alexander Clark'],['Starcade Arcade'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP']",Casual Strategy FreeToPlay EarlyAccess,0,0,0,0,0,insuccesso
2017-11-22,0,2.99,True,False,False,6,0,['CloudTheWolf Games'],['CloudTheWolf Games'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Adventure RPG,4,0,4,0,2,insuccesso
2024-11-01,0,7.99,True,False,False,34,0,['Giftzwerg Games'],['Giftzwerg Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Casual Indie Simulation,0,0,0,0,-1,insuccesso
2024-05-09,0,3.99,True,False,False,40,0,['ChronoJuvenile'],['ChronoJuvenile'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Casual Indie,0,0,0,0,18,insuccesso
2024-05-20,0,4.99,True,False,False,20,0,['CrazyLabs'],"['QubicGames', 'Gamersky Games']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure Casual Simulation,0,0,0,0,37,insuccesso
2017-09-19,0,19.99,True,False,False,0,0,['Chroma Coda'],['Chroma Coda'],"['Tracked Controller Support', 'VR Only']",AudioProduction,0,0,0,0,-3,insuccesso
2023-08-10,0,1.99,True,False,False,5,0,"['Lost In Creation Studio', 'Lost In Creation']","['Lost In Creation Studio', 'Lost In Creation']","['Single-player', 'Full controller support', 'Family Sharing']",Adventure,0,0,0,0,0,insuccesso
2023-11-08,0,0.0,True,False,False,0,0,['Taking Root Team'],['MediaCube Games'],"['Single-player', 'Partial Controller Support']",Adventure Indie,0,0,0,0,0,insuccesso
2025-01-08,0,3.99,True,False,False,6,0,['SkyStudio'],"['Liquid Meow', 'S399TEAM']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Casual Strategy,0,0,0,0,1,insuccesso
2020-02-14,0,5.99,True,False,False,10,0,['GRüN STUDIO'],['GRüN STUDIO'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Indie,0,0,0,0,34,insuccesso
2017-08-08,0,0.99,True,False,False,0,0,['Tendril Studio'],['Tendril Studio'],['VR Only'],AnimationModeling VideoProduction,0,0,0,0,6,insuccesso
2024-12-23,0,4.99,True,False,False,6,0,['CyberGnosis Game Studio'],['CyberGnosis Game Studio'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Action,0,0,0,0,0,insuccesso
2023-12-01,0,9.99,True,False,False,0,0,['CubeSymmetry'],['CubeSymmetry'],"['Single-player', 'Family Sharing']",Casual Indie,0,0,0,0,-1,insuccesso
2020-11-27,0,0.99,True,False,False,10,0,['Reddiamondgames'],['Reddiamondgames'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Casual,0,0,0,0,0,insuccesso
2023-02-16,0,8.99,True,False,False,25,0,['Dnovel'],['Dnovel'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Indie,0,0,0,0,14,insuccesso
2023-12-26,0,2.99,True,False,False,12,0,['SyineWave'],['SyineWave'],"['Single-player', 'Family Sharing']",Adventure,0,0,0,0,29,insuccesso
2023-06-14,0,6.59,True,False,False,5,153,['mc2games'],['mc2games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Action Adventure Casual Indie Simulation Sports,0,0,0,0,91,insuccesso
2020-01-26,0,1.99,True,False,False,0,0,['Webfoot'],['Encore Software LLC'],"['Single-player', 'Family Sharing']",Casual Sports Strategy,0,0,0,0,1,insuccesso
2021-10-02,0,4.99,True,False,False,0,0,['Song Qiang Sheng'],['Song Qiang Sheng'],"['Single-player', 'Family Sharing']",Action Indie RPG Simulation EarlyAccess,0,0,0,0,-1,insuccesso
2020-10-01,0,3.99,True,False,False,0,0,['OnionMilk'],['OnionMilk'],"['Single-player', 'Family Sharing']",Action Adventure Indie RPG,0,0,0,0,11,insuccesso
2018-05-09,0,199.99,True,False,False,0,0,['StaplesVR'],['StaplesVR'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Simulation,0,0,0,0,0,insuccesso
2022-02-21,0,0.0,True,False,False,0,0,['CH-Gaming Studio'],['CH-Gaming Studio'],"['Single-player', 'Partial Controller Support']",Action Adventure FreeToPlay Indie RPG Strategy,0,0,0,0,0,insuccesso
2022-11-15,0,2.99,True,False,False,0,0,['Dawn Studio'],['Dawn Studio'],"['Single-player', 'Family Sharing']",Action Adventure Indie,0,0,0,0,2,insuccesso
2019-01-10,0,6.99,True,False,False,25,0,['Ottropi Games'],['Ottropi Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Indie,0,0,0,0,21,insuccesso
2024-11-25,0,7.49,True,False,False,0,0,"['Tbjbu2, Adria Martinez Exposito']",['Tbjbu2'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Action Adventure Casual Indie Simulation,0,0,0,0,25,insuccesso
2024-08-09,18,3.99,True,False,False,0,0,['Sparkling Fish Studio'],['Sparkling Fish Studio'],"['Multi-player', 'MMO', 'In-App Purchases', 'Family Sharing']",Action Adventure MassivelyMultiplayer RPG Strategy EarlyAccess,0,0,0,0,0,insuccesso
2024-12-03,0,9.99,True,True,False,30,0,['AB'],['Eccentric Stylist'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Adventure Casual Indie RPG,0,0,0,0,18,insuccesso
2022-05-11,0,0.99,True,False,False,0,0,['DAI'],['DAI'],"['Single-player', 'Family Sharing']",Action,0,0,0,0,0,insuccesso
2023-10-21,0,4.99,True,True,False,0,0,['NEUROPOLLY'],['NEUROPOLLY'],"['Single-player', 'Family Sharing']",Adventure Casual,0,0,0,0,15,insuccesso
2024-01-11,0,6.99,True,False,False,8,0,['SVGames'],['SVGames'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Indie,0,0,0,0,10,insuccesso
2023-04-26,0,0.0,True,False,False,8,0,['Burning Reel Studios'],['Burning Reel Studios'],"['Single-player', 'Partial Controller Support']",Adventure Casual Simulation,0,0,0,0,0,insuccesso
2022-07-14,0,4.99,True,False,False,0,139,['绅士游戏工坊'],['绅士游戏工坊'],"['Single-player', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,0,insuccesso
2021-04-22,0,7.99,True,False,False,0,0,['Gunnar Games'],['Gunnar Games'],"['Single-player', 'Family Sharing']",Adventure Casual,0,0,0,0,2,insuccesso
2021-05-05,0,1.99,True,False,False,0,0,['Berzah Games'],['Berzah Games'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Action Casual Simulation EarlyAccess,0,0,0,0,-1,insuccesso
2018-09-17,0,9.99,True,False,False,0,0,['EleFun Games'],['Big Fish Games'],"['Single-player', 'Family Sharing']",Adventure Casual,0,0,0,0,4,insuccesso
2021-11-11,0,1.99,True,False,False,0,0,['Tamashii'],['Tamashii'],"['Single-player', 'Family Sharing']",Action Casual Indie,0,0,0,0,2,insuccesso
2018-09-07,0,9.99,True,True,True,0,0,['Butterflyware'],['Butterflyware'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Action Adventure Indie,0,0,0,0,6,insuccesso
2024-12-09,0,8.99,True,False,False,0,0,"['K&K Studio', ""Habib 'rey' Majoul""]",['K&K Studio'],"['Single-player', 'VR Only', 'Family Sharing']",Simulation Strategy,0,0,0,0,0,insuccesso
2021-10-21,0,2.99,True,False,False,39,0,['Ma Ma Software'],['Ma Ma Software'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Casual,0,0,0,0,12,insuccesso
2019-03-11,0,3.99,True,False,False,15,0,['AEL Entertainment'],['AEL Entertainment'],"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Adventure Casual Indie Simulation Strategy,0,0,0,0,3,insuccesso
2024-06-16,0,0.0,True,False,False,100,0,['100 Cozy Games'],['100 Cozy Games'],"['Single-player', 'Steam Achievements', 'Stats']",Action Adventure Casual Indie RPG Simulation Sports Strategy FreeToPlay,0,0,0,0,0,insuccesso
2022-09-23,0,12.99,True,False,False,0,0,['Cravex Games'],['Cravex Games'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']",Action Casual Simulation EarlyAccess,0,0,0,0,-1,insuccesso
2018-07-04,0,1.99,True,False,False,5,0,['Fury Games Production'],['Fury Games Production'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Casual Indie Simulation Strategy,0,0,0,0,-9,insuccesso
2022-06-20,0,3.99,True,False,True,30,0,['Newbuild-C'],['Newbuild-C'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie,0,0,0,0,0,insuccesso
2020-12-24,0,9.99,True,False,False,0,0,['ISLE GAME'],['ISLE GAME'],"['Single-player', 'Family Sharing']",Action Adventure Indie RPG Simulation EarlyAccess,0,0,0,0,2,insuccesso
2024-01-26,0,3.99,True,False,False,0,0,['Nuwenu Studio'],['Nuwenu Studio'],"['Single-player', 'Family Sharing']",Action Casual Indie Strategy,0,0,0,0,1,insuccesso
2021-10-26,0,11.99,True,False,False,21,0,['Skydash studio'],['Skydash studio'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Action,0,0,0,0,16,insuccesso
2024-03-04,0,3.59,True,False,False,0,0,['RETSUZAN'],['Henteko Doujin'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Action Casual,0,0,0,0,3,insuccesso
2024-06-25,0,10.99,True,False,False,11,0,['Azurezero'],['Azurezero'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Indie RPG,0,0,0,0,0,insuccesso
2022-06-20,0,14.99,True,False,False,32,0,['Nelfold Works'],['Nelfold Works'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Strategy,0,0,0,0,4,insuccesso
2020-07-21,0,1.99,True,False,False,7,0,['Rabotiagi games'],['Rabotiagi games'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Casual Indie Simulation Strategy,0,0,0,0,45,insuccesso
2019-01-15,0,1.99,True,False,False,100,0,['Blender Games'],['Blender Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Adventure Casual Indie Simulation Strategy,0,0,0,0,4,insuccesso
2018-03-27,0,0.0,True,False,False,34,0,"['Wuhan Simple Wings Technology Co., Ltd.']","['Wuhan Simple Wings Technology Co., Ltd.']","['Multi-player', 'PvP', 'Online PvP']",Casual Indie EarlyAccess,0,0,0,0,13,insuccesso
2023-02-08,0,0.99,True,False,False,0,0,['Artlifakt'],['Artlifakt'],"['Single-player', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",Action Indie Simulation,0,0,0,0,10,insuccesso
2019-01-15,0,9.99,True,False,True,12,0,['Binary Nomad Games'],['Binary Nomad Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Indie,0,0,0,0,0,insuccesso
2023-04-29,0,9.99,True,False,False,7,0,['Nikita Morti'],['Nikita Morti'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Adventure Casual Indie,0,0,0,0,8,insuccesso
2023-05-09,0,3.99,True,False,True,4,0,['GroveDG'],['GroveDG'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Indie Simulation,0,0,0,0,13,insuccesso
2023-10-26,0,0.0,True,True,False,0,0,['Marek Škreko'],['Marek Škreko'],"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support']",Action Casual Indie FreeToPlay,0,0,0,0,0,insuccesso
2020-02-04,0,14.99,True,False,False,26,0,"['Hit-Point Co.,Ltd.']",['KEMCO'],"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Adventure Casual RPG Simulation Strategy,0,0,0,0,13,insuccesso
2024-01-19,0,4.99,True,True,True,3,0,['EroticGamesClub'],['EroticGamesClub'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']",Adventure Casual Indie Simulation,0,0,0,0,0,insuccesso
2021-08-23,0,9.99,True,False,True,15,0,['Apple Dash'],['Apple Dash'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Casual Indie Strategy,0,0,0,0,-1,insuccesso
2019-06-19,0,11.99,True,False,False,10,0,['Honeygold Entertainment'],['Honeygold Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Indie Strategy,0,0,0,0,3,insuccesso
2022-11-09,0,3.99,True,False,False,0,0,['ODDROK'],['ODDROK'],"['Single-player', 'Family Sharing']",Action Adventure Casual Indie,0,0,0,0,20,insuccesso
2023-10-25,0,1.99,True,False,False,0,0,['Ice-Cold Shivering Studios'],['Ice-Cold Shivering Studios'],"['Single-player', 'Family Sharing']",Casual,0,0,0,0,0,insuccesso
2022-05-23,0,7.99,True,True,True,5,0,['Smash Game Studios'],['Smash Game Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Indie Racing Simulation,0,0,0,0,16,insuccesso
2018-09-06,0,4.99,True,False,False,0,0,['GodHasDone'],['GodHasDone'],"['Single-player', 'Family Sharing']",Action Indie,0,0,0,0,0,insuccesso
2020-09-13,0,0.49,True,False,False,0,0,['RoomsForRockets'],['HaDe Games'],"['Single-player', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,3,insuccesso
2023-12-15,0,4.99,True,False,False,0,0,['Two in One'],['Two in One'],"['Single-player', 'Family Sharing']",Strategy,0,0,0,0,6,insuccesso
2022-09-29,0,2.99,True,True,True,24,0,['Maqna Interactive Ltda'],['Maqna Interactive Ltda'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Stats', 'Family Sharing']",Adventure Casual Indie Strategy,0,0,0,0,12,insuccesso
2020-06-12,0,11.99,True,False,False,0,0,['PixelfunGames'],['PixelfunGames'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Casual Indie Sports,0,0,0,0,-1,insuccesso
2023-05-15,0,7.99,True,False,False,0,0,['G-MODE'],['G-MODE'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Casual,0,0,0,0,10,insuccesso
2020-09-23,0,8.99,True,False,False,6,0,['Joseph Murray'],['Joseph Murray'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing']",Action Adventure Indie RPG EarlyAccess,0,0,0,0,8,insuccesso
2021-02-26,0,1.99,True,False,False,5,0,['Bloomside Studios'],['Bloomside Studios'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual Indie,0,0,0,0,16,insuccesso
2020-03-09,0,0.99,True,False,False,0,0,['OrumGames'],['OrumSoftware'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']",Action Casual Indie MassivelyMultiplayer Strategy,0,0,0,0,9,insuccesso
2018-07-17,0,9.99,True,True,False,5,0,['RedZone Studios LLC'],['RedZone Studios LLC'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Casual Indie Strategy,0,0,0,0,2,insuccesso
2022-10-27,0,19.99,True,False,False,0,0,['Liar-soft'],['Shiravune'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Adventure,0,0,0,0,17,insuccesso
2018-07-17,0,19.99,True,False,False,28,478,['One Hamsa'],['One Hamsa'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Only', 'SteamVR Collectibles', 'Steam Leaderboards', 'Family Sharing']",Action Indie Sports,0,0,0,0,484,insuccesso
2022-07-16,0,4.99,True,False,True,40,0,"['Brian Lancaster', 'Laughing Coyote Software']","['Brian Lancaster', 'Laughing Coyote Software']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Action Adventure Indie RPG Simulation Strategy EarlyAccess,0,0,0,0,16,insuccesso
2021-04-14,0,2.99,True,False,False,6,0,"['Mozza', 'Scribblar']",['Chair Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Indie Strategy,0,0,0,0,1,insuccesso
2022-09-22,0,0.0,True,False,False,15,0,['SFS Studios'],['SFS Studios'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']",FreeToPlay Strategy,0,0,0,0,0,insuccesso
2023-01-30,0,3.99,True,False,False,12,0,['Michael Maresch'],['Michael Maresch'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Indie Racing,0,0,0,0,11,insuccesso
2020-09-26,0,9.99,True,True,True,4,0,['Hede'],['Hede'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']",Action Adventure Casual Indie Simulation,0,0,0,0,-12,insuccesso
2024-09-14,0,9.99,True,True,False,16,301,['Taboo Tales 💘'],['Taboo Tales 💘'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Adventure Casual RPG,0,0,0,0,0,insuccesso
2024-12-04,0,4.99,True,False,False,46,0,['JJGames'],"['CFK Co., Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,32,insuccesso
2021-05-08,0,2.99,True,False,False,20,0,['Duck Team'],['Duck Team'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Adventure Indie,0,0,0,0,22,insuccesso
2015-04-23,0,9.99,True,False,False,0,0,"['Daniel Linssen', 'Detective', 'Ditto', 'Glitchnap', 'Shark Jump Studios']",['CDP'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie RPG,53,0,53,0,36,insuccesso
2016-11-11,0,9.99,True,False,False,0,0,['Mad Head Games'],['Big Fish Games'],"['Single-player', 'Family Sharing']",Adventure Casual,0,0,0,0,2,insuccesso
2025-01-15,0,2.99,True,False,False,0,0,['Kuroki Yume'],['Kuroki Yume'],"['Single-player', 'Family Sharing']",Adventure,0,0,0,0,3,insuccesso
2025-01-16,0,9.99,True,False,False,35,0,['王韋'],['RMAsia'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",RPG,0,0,0,0,83,insuccesso
2024-03-28,0,6.99,True,False,False,0,528,['ぬるぬる坊主'],['ぬるぬる坊主'],"['Single-player', 'Family Sharing']",Adventure,0,0,0,0,0,insuccesso
2024-07-25,0,14.99,True,False,False,29,182,['Pow Pixel Games'],['JanduSoft'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie,0,0,0,0,176,insuccesso
2021-12-31,0,17.99,True,True,True,17,0,['Laukaus Games'],['Laukaus Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Strategy,0,0,0,0,12,insuccesso
2024-09-24,0,2.99,True,False,False,9,0,['UncleReed'],['UncleReed'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Casual Indie,0,0,0,0,0,insuccesso
2022-11-07,0,4.99,True,False,False,37,0,['Incinious'],['Incinious'],"['Single-player', 'Full controller support', 'Family Sharing']",Action Casual Indie,0,0,0,0,6,insuccesso
2022-02-21,0,4.19,True,False,False,0,274,['etherane'],['etherane'],"['Single-player', 'Family Sharing']",Adventure Indie,0,0,0,0,283,insuccesso
2021-04-23,0,19.99,True,False,False,0,0,['Hyperdrive Gaming Studio'],['Hyperdrive Gaming Studio'],"['Single-player', 'Family Sharing']",Action Adventure RPG EarlyAccess,0,0,0,0,0,insuccesso
2025-02-10,0,9.99,True,False,False,5,0,['Eternal Cataclysm Studios'],['Eternal Cataclysm Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']",Casual Indie Strategy EarlyAccess,0,0,0,0,6,insuccesso
2023-07-20,0,11.99,True,True,False,20,0,['Tiny Little Lion'],['Boomzap Inc'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual,0,0,0,0,2,insuccesso
2018-07-21,0,3.99,True,False,False,21,0,['He Zhengchun'],['He Zhengchun'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Action Adventure Indie RPG EarlyAccess,0,0,0,0,3,insuccesso
